-183.722, 79.529, 0.809,  1.765
-183.719, 79.502, 0.824,  1.798
-183.715, 79.475, 0.821,  1.831
-183.712, 79.448, 0.822,  1.864
-183.709, 79.421, 0.828,  1.897
-183.705, 79.392, 0.861,  1.930
-183.701, 79.364, 0.843,  1.963
-183.697, 79.337, 0.830,  1.996
-183.693, 79.310, 0.820,  2.029
-183.690, 79.283, 0.815,  2.062
-183.686, 79.256, 0.812,  2.095
-183.682, 79.230, 0.811,  2.128
-183.678, 79.203, 0.812,  2.161
-183.674, 79.176, 0.815,  2.194
-183.670, 79.149, 0.819,  2.227
-183.666, 79.122, 0.824,  2.260
-183.662, 79.094, 0.830,  2.293
-183.658, 79.067, 0.837,  2.326
-183.654, 79.039, 0.844,  2.359
-183.650, 79.011, 0.852,  2.392
-183.645, 78.982, 0.860,  2.425
-183.641, 78.954, 0.868,  2.458
-183.637, 78.925, 0.880,  2.491
-183.632, 78.895, 0.891,  2.524
-183.627, 78.866, 0.901,  2.557
-183.623, 78.836, 0.911,  2.590
-183.618, 78.805, 0.920,  2.623
-183.613, 78.775, 0.930,  2.656
-183.608, 78.744, 0.939,  2.689
-183.603, 78.713, 0.950,  2.722
-183.598, 78.681, 0.960,  2.755
-183.593, 78.649, 0.969,  2.788
-183.587, 78.617, 0.979,  2.821
-183.582, 78.584, 0.988,  2.854
-183.577, 78.552, 0.997,  2.887
-183.571, 78.519, 1.006,  2.920
-183.566, 78.485, 1.014,  2.953
-183.560, 78.452, 1.023,  2.986
-183.554, 78.418, 1.031,  3.019
-183.548, 78.384, 1.039,  3.052
-183.542, 78.349, 1.047,  3.085
-183.536, 78.315, 1.055,  3.118
-183.530, 78.280, 1.063,  3.151
-183.524, 78.245, 1.071,  3.184
-183.518, 78.209, 1.078,  3.217
-183.512, 78.174, 1.086,  3.250
-183.505, 78.138, 1.093,  3.283
-183.499, 78.102, 1.101,  3.316
-183.492, 78.065, 1.108,  3.349
-183.486, 78.029, 1.116,  3.382
-183.479, 77.992, 1.123,  3.415
-183.472, 77.955, 1.130,  3.448
-183.465, 77.918, 1.138,  3.481
-183.459, 77.880, 1.145,  3.514
-183.452, 77.842, 1.152,  3.547
-183.444, 77.804, 1.159,  3.580
-183.437, 77.766, 1.166,  3.613
-183.430, 77.728, 1.173,  3.646
-183.423, 77.689, 1.180,  3.679
-183.415, 77.650, 1.187,  3.712
-183.408, 77.611, 1.195,  3.745
-183.401, 77.572, 1.202,  3.778
-183.393, 77.532, 1.209,  3.811
-183.385, 77.493, 1.216,  3.844
-183.378, 77.453, 1.223,  3.877
-183.370, 77.412, 1.229,  3.910
-183.362, 77.372, 1.236,  3.943
-183.354, 77.331, 1.243,  3.976
-183.346, 77.291, 1.250,  4.009
-183.338, 77.249, 1.257,  4.042
-183.330, 77.208, 1.264,  4.075
-183.322, 77.167, 1.271,  4.108
-183.313, 77.125, 1.278,  4.141
-183.305, 77.083, 1.285,  4.174
-183.297, 77.041, 1.292,  4.207
-183.288, 76.998, 1.298,  4.240
-183.279, 76.956, 1.305,  4.273
-183.271, 76.913, 1.312,  4.306
-183.262, 76.870, 1.319,  4.339
-183.253, 76.826, 1.326,  4.372
-183.245, 76.783, 1.333,  4.405
-183.236, 76.739, 1.339,  4.438
-183.227, 76.695, 1.346,  4.471
-183.218, 76.651, 1.353,  4.504
-183.209, 76.607, 1.360,  4.537
-183.199, 76.562, 1.367,  4.570
-183.190, 76.517, 1.373,  4.603
-183.181, 76.472, 1.380,  4.636
-183.172, 76.427, 1.387,  4.669
-183.162, 76.382, 1.394,  4.702
-183.153, 76.336, 1.400,  4.735
-183.143, 76.290, 1.407,  4.768
-183.134, 76.244, 1.414,  4.801
-183.124, 76.198, 1.421,  4.834
-183.114, 76.151, 1.427,  4.867
-183.105, 76.105, 1.434,  4.900
-183.095, 76.058, 1.441,  4.933
-183.085, 76.010, 1.447,  4.966
-183.075, 75.963, 1.454,  4.999
-183.065, 75.915, 1.461,  5.032
-183.055, 75.868, 1.468,  5.065
-183.045, 75.820, 1.474,  5.098
-183.035, 75.771, 1.481,  5.131
-183.025, 75.723, 1.488,  5.164
-183.014, 75.674, 1.494,  5.197
-183.004, 75.625, 1.501,  5.230
-182.994, 75.576, 1.508,  5.263
-182.983, 75.527, 1.515,  5.296
-182.973, 75.477, 1.521,  5.329
-182.962, 75.427, 1.528,  5.362
-182.952, 75.377, 1.535,  5.395
-182.941, 75.327, 1.541,  5.428
-182.931, 75.277, 1.548,  5.461
-182.920, 75.226, 1.555,  5.494
-182.909, 75.175, 1.561,  5.527
-182.899, 75.124, 1.568,  5.560
-182.888, 75.073, 1.575,  5.593
-182.877, 75.021, 1.582,  5.626
-182.866, 74.969, 1.588,  5.659
-182.855, 74.917, 1.595,  5.692
-182.845, 74.865, 1.602,  5.725
-182.834, 74.813, 1.608,  5.758
-182.823, 74.760, 1.615,  5.791
-182.812, 74.707, 1.622,  5.824
-182.801, 74.654, 1.628,  5.857
-182.789, 74.601, 1.635,  5.890
-182.778, 74.547, 1.642,  5.923
-182.767, 74.494, 1.649,  5.956
-182.756, 74.440, 1.655,  5.989
-182.745, 74.385, 1.662,  6.022
-182.734, 74.331, 1.669,  6.055
-182.722, 74.276, 1.675,  6.088
-182.711, 74.221, 1.682,  6.121
-182.700, 74.166, 1.689,  6.154
-182.688, 74.111, 1.696,  6.187
-182.677, 74.055, 1.702,  6.220
-182.666, 74.000, 1.709,  6.253
-182.654, 73.944, 1.716,  6.286
-182.643, 73.887, 1.723,  6.319
-182.632, 73.831, 1.729,  6.352
-182.620, 73.774, 1.736,  6.385
-182.609, 73.717, 1.743,  6.418
-182.597, 73.660, 1.750,  6.451
-182.586, 73.603, 1.756,  6.484
-182.574, 73.545, 1.763,  6.517
-182.563, 73.488, 1.770,  6.550
-182.551, 73.430, 1.777,  6.583
-182.540, 73.371, 1.784,  6.616
-182.529, 73.313, 1.790,  6.649
-182.517, 73.254, 1.797,  6.682
-182.506, 73.195, 1.804,  6.715
-182.494, 73.136, 1.811,  6.748
-182.483, 73.076, 1.818,  6.781
-182.471, 73.017, 1.825,  6.814
-182.459, 72.957, 1.831,  6.847
-182.448, 72.897, 1.838,  6.880
-182.436, 72.836, 1.845,  6.913
-182.425, 72.776, 1.852,  6.946
-182.414, 72.715, 1.859,  6.979
-182.402, 72.654, 1.866,  7.012
-182.391, 72.593, 1.873,  7.045
-182.379, 72.531, 1.880,  7.078
-182.368, 72.469, 1.886,  7.111
-182.356, 72.407, 1.893,  7.144
-182.345, 72.345, 1.900,  7.177
-182.333, 72.282, 1.907,  7.210
-182.322, 72.220, 1.914,  7.243
-182.310, 72.157, 1.921,  7.276
-182.299, 72.094, 1.928,  7.309
-182.288, 72.030, 1.935,  7.342
-182.276, 71.966, 1.942,  7.375
-182.265, 71.903, 1.949,  7.408
-182.254, 71.838, 1.956,  7.441
-182.242, 71.774, 1.963,  7.474
-182.231, 71.709, 1.970,  7.507
-182.220, 71.644, 1.977,  7.540
-182.209, 71.579, 1.984,  7.573
-182.197, 71.514, 1.991,  7.606
-182.186, 71.448, 1.998,  7.639
-182.175, 71.382, 2.005,  7.672
-182.164, 71.316, 2.012,  7.705
-182.153, 71.250, 2.019,  7.738
-182.142, 71.183, 2.027,  7.771
-182.131, 71.117, 2.034,  7.804
-182.120, 71.050, 2.041,  7.837
-182.109, 70.982, 2.048,  7.870
-182.098, 70.915, 2.055,  7.903
-182.087, 70.847, 2.062,  7.936
-182.076, 70.779, 2.069,  7.969
-182.066, 70.710, 2.077,  8.002
-182.055, 70.642, 2.084,  8.035
-182.044, 70.573, 2.091,  8.068
-182.033, 70.504, 2.098,  8.101
-182.023, 70.435, 2.106,  8.134
-182.012, 70.365, 2.113,  8.167
-182.002, 70.295, 2.120,  8.200
-181.991, 70.225, 2.127,  8.233
-181.981, 70.155, 2.135,  8.266
-181.970, 70.084, 2.142,  8.299
-181.960, 70.013, 2.149,  8.332
-181.950, 69.942, 2.157,  8.365
-181.939, 69.871, 2.164,  8.398
-181.929, 69.799, 2.171,  8.431
-181.919, 69.727, 2.179,  8.464
-181.909, 69.655, 2.186,  8.497
-181.899, 69.583, 2.194,  8.530
-181.889, 69.510, 2.201,  8.563
-181.879, 69.437, 2.209,  8.596
-181.869, 69.364, 2.216,  8.629
-181.859, 69.291, 2.223,  8.662
-181.850, 69.217, 2.231,  8.695
-181.840, 69.143, 2.238,  8.728
-181.830, 69.069, 2.246,  8.761
-181.821, 68.994, 2.254,  8.794
-181.811, 68.920, 2.261,  8.827
-181.802, 68.845, 2.269,  8.860
-181.793, 68.769, 2.276,  8.893
-181.783, 68.694, 2.284,  8.926
-181.774, 68.618, 2.291,  8.959
-181.765, 68.542, 2.299,  8.992
-181.756, 68.466, 2.306,  9.025
-181.747, 68.389, 2.314,  9.058
-181.738, 68.312, 2.322,  9.091
-181.729, 68.235, 2.329,  9.124
-181.720, 68.158, 2.337,  9.157
-181.711, 68.080, 2.345,  9.190
-181.703, 68.002, 2.352,  9.223
-181.694, 67.924, 2.360,  9.256
-181.686, 67.846, 2.368,  9.289
-181.677, 67.767, 2.375,  9.322
-181.669, 67.688, 2.383,  9.355
-181.661, 67.609, 2.391,  9.388
-181.652, 67.530, 2.399,  9.421
-181.644, 67.450, 2.406,  9.454
-181.636, 67.370, 2.414,  9.487
-181.628, 67.289, 2.422,  9.520
-181.620, 67.209, 2.430,  9.553
-181.612, 67.128, 2.438,  9.586
-181.605, 67.047, 2.446,  9.619
-181.597, 66.966, 2.453,  9.652
-181.589, 66.884, 2.461,  9.685
-181.582, 66.802, 2.469,  9.718
-181.574, 66.720, 2.477,  9.751
-181.567, 66.637, 2.485,  9.784
-181.560, 66.555, 2.493,  9.817
-181.553, 66.472, 2.501,  9.850
-181.546, 66.388, 2.509,  9.883
-181.539, 66.305, 2.518,  9.916
-181.532, 66.221, 2.526,  9.949
-181.525, 66.137, 2.534,  9.982
-181.518, 66.052, 2.542, 10.015
-181.511, 65.968, 2.550, 10.048
-181.505, 65.883, 2.558, 10.081
-181.498, 65.797, 2.566, 10.114
-181.492, 65.712, 2.575, 10.147
-181.486, 65.626, 2.583, 10.180
-181.479, 65.540, 2.591, 10.213
-181.473, 65.454, 2.599, 10.246
-181.467, 65.367, 2.608, 10.279
-181.461, 65.280, 2.616, 10.312
-181.455, 65.193, 2.624, 10.345
-181.450, 65.105, 2.633, 10.378
-181.444, 65.017, 2.641, 10.411
-181.438, 64.929, 2.649, 10.444
-181.433, 64.841, 2.658, 10.477
-181.427, 64.752, 2.666, 10.510
-181.422, 64.663, 2.675, 10.543
-181.417, 64.574, 2.683, 10.576
-181.412, 64.485, 2.692, 10.609
-181.406, 64.395, 2.700, 10.642
-181.401, 64.305, 2.709, 10.675
-181.397, 64.214, 2.718, 10.708
-181.392, 64.124, 2.726, 10.741
-181.387, 64.033, 2.735, 10.774
-181.382, 63.941, 2.744, 10.807
-181.378, 63.850, 2.753, 10.840
-181.373, 63.758, 2.762, 10.873
-181.369, 63.666, 2.770, 10.906
-181.365, 63.573, 2.779, 10.939
-181.360, 63.480, 2.788, 10.972
-181.356, 63.387, 2.797, 11.005
-181.352, 63.294, 2.806, 11.038
-181.348, 63.200, 2.815, 11.071
-181.344, 63.106, 2.824, 11.104
-181.341, 63.012, 2.833, 11.137
-181.337, 62.917, 2.843, 11.170
-181.333, 62.822, 2.852, 11.203
-181.330, 62.727, 2.861, 11.236
-181.326, 62.631, 2.870, 11.269
-181.323, 62.536, 2.879, 11.302
-181.320, 62.439, 2.889, 11.335
-181.317, 62.343, 2.898, 11.368
-181.314, 62.246, 2.907, 11.401
-181.311, 62.149, 2.917, 11.434
-181.308, 62.052, 2.926, 11.467
-181.305, 61.954, 2.936, 11.500
-181.302, 61.856, 2.945, 11.533
-181.299, 61.757, 2.955, 11.566
-181.297, 61.659, 2.964, 11.599
-181.294, 61.560, 2.974, 11.632
-181.292, 61.460, 2.984, 11.665
-181.289, 61.361, 2.993, 11.698
-181.287, 61.261, 3.003, 11.731
-181.285, 61.160, 3.013, 11.764
-181.283, 61.060, 3.022, 11.797
-181.281, 60.959, 3.032, 11.830
-181.279, 60.857, 3.042, 11.863
-181.277, 60.756, 3.052, 11.896
-181.275, 60.654, 3.062, 11.929
-181.273, 60.551, 3.072, 11.962
-181.272, 60.449, 3.082, 11.995
-181.270, 60.346, 3.092, 12.028
-181.269, 60.242, 3.102, 12.061
-181.267, 60.139, 3.112, 12.094
-181.266, 60.035, 3.122, 12.127
-181.265, 59.930, 3.132, 12.160
-181.263, 59.826, 3.142, 12.193
-181.262, 59.721, 3.153, 12.226
-181.261, 59.615, 3.163, 12.259
-181.260, 59.510, 3.173, 12.292
-181.259, 59.404, 3.183, 12.325
-181.258, 59.297, 3.194, 12.358
-181.257, 59.191, 3.204, 12.391
-181.257, 59.083, 3.215, 12.424
-181.256, 58.976, 3.225, 12.457
-181.255, 58.868, 3.236, 12.490
-181.255, 58.760, 3.246, 12.523
-181.254, 58.652, 3.257, 12.556
-181.254, 58.543, 3.267, 12.589
-181.253, 58.434, 3.278, 12.622
-181.253, 58.324, 3.289, 12.655
-181.253, 58.214, 3.299, 12.688
-181.253, 58.104, 3.310, 12.721
-181.253, 57.993, 3.321, 12.754
-181.253, 57.882, 3.332, 12.787
-181.252, 57.771, 3.343, 12.820
-181.253, 57.659, 3.354, 12.853
-181.253, 57.547, 3.365, 12.886
-181.253, 57.435, 3.375, 12.919
-181.253, 57.322, 3.387, 12.952
-181.253, 57.209, 3.398, 12.985
-181.253, 57.095, 3.409, 13.018
-181.254, 56.981, 3.420, 13.051
-181.254, 56.867, 3.431, 13.084
-181.255, 56.752, 3.442, 13.117
-181.255, 56.637, 3.453, 13.150
-181.256, 56.522, 3.465, 13.183
-181.256, 56.406, 3.476, 13.216
-181.257, 56.290, 3.487, 13.249
-181.257, 56.174, 3.499, 13.282
-181.258, 56.057, 3.510, 13.315
-181.259, 55.939, 3.522, 13.348
-181.260, 55.822, 3.533, 13.381
-181.260, 55.704, 3.545, 13.414
-181.261, 55.585, 3.556, 13.447
-181.262, 55.466, 3.568, 13.480
-181.263, 55.347, 3.580, 13.513
-181.264, 55.227, 3.592, 13.546
-181.265, 55.107, 3.603, 13.579
-181.266, 54.987, 3.615, 13.612
-181.267, 54.866, 3.627, 13.645
-181.268, 54.745, 3.639, 13.678
-181.269, 54.623, 3.651, 13.711
-181.270, 54.501, 3.663, 13.744
-181.272, 54.379, 3.675, 13.777
-181.273, 54.256, 3.687, 13.810
-181.274, 54.133, 3.699, 13.843
-181.275, 54.009, 3.711, 13.876
-181.276, 53.885, 3.723, 13.909
-181.278, 53.761, 3.735, 13.942
-181.279, 53.636, 3.748, 13.975
-181.280, 53.511, 3.760, 14.008
-181.282, 53.385, 3.772, 14.041
-181.283, 53.259, 3.785, 14.074
-181.285, 53.133, 3.797, 14.107
-181.286, 53.006, 3.810, 14.140
-181.287, 52.879, 3.822, 14.173
-181.289, 52.751, 3.835, 14.206
-181.290, 52.623, 3.847, 14.239
-181.292, 52.494, 3.860, 14.272
-181.293, 52.365, 3.873, 14.305
-181.295, 52.236, 3.886, 14.338
-181.296, 52.106, 3.898, 14.371
-181.298, 51.976, 3.911, 14.404
-181.299, 51.845, 3.924, 14.437
-181.301, 51.714, 3.936, 14.470
-181.302, 51.582, 3.949, 14.503
-181.304, 51.450, 3.962, 14.536
-181.305, 51.318, 3.974, 14.569
-181.307, 51.185, 3.987, 14.602
-181.309, 51.052, 4.000, 14.635
-181.310, 50.918, 4.012, 14.668
-181.312, 50.784, 4.025, 14.701
-181.313, 50.650, 4.038, 14.734
-181.315, 50.515, 4.050, 14.767
-181.316, 50.380, 4.063, 14.800
-181.318, 50.244, 4.075, 14.833
-181.319, 50.108, 4.088, 14.866
-181.321, 49.971, 4.101, 14.899
-181.323, 49.834, 4.113, 14.932
-181.324, 49.697, 4.126, 14.965
-181.326, 49.559, 4.139, 14.998
-181.327, 49.421, 4.152, 15.031
-181.329, 49.282, 4.164, 15.064
-181.330, 49.143, 4.177, 15.097
-181.332, 49.003, 4.190, 15.130
-181.333, 48.863, 4.203, 15.163
-181.335, 48.723, 4.216, 15.196
-181.336, 48.582, 4.229, 15.229
-181.338, 48.441, 4.242, 15.262
-181.339, 48.299, 4.255, 15.295
-181.341, 48.157, 4.268, 15.328
-181.342, 48.014, 4.281, 15.361
-181.344, 47.871, 4.294, 15.394
-181.345, 47.728, 4.307, 15.427
-181.347, 47.584, 4.320, 15.460
-181.348, 47.440, 4.333, 15.493
-181.349, 47.295, 4.347, 15.526
-181.351, 47.150, 4.360, 15.559
-181.352, 47.004, 4.373, 15.592
-181.353, 46.858, 4.387, 15.625
-181.355, 46.711, 4.400, 15.658
-181.356, 46.564, 4.414, 15.691
-181.357, 46.417, 4.427, 15.724
-181.359, 46.269, 4.441, 15.757
-181.360, 46.121, 4.455, 15.790
-181.361, 45.972, 4.468, 15.823
-181.362, 45.822, 4.482, 15.856
-181.364, 45.673, 4.496, 15.889
-181.365, 45.523, 4.510, 15.922
-181.366, 45.372, 4.524, 15.955
-181.367, 45.221, 4.538, 15.988
-181.368, 45.069, 4.552, 16.021
-181.369, 44.917, 4.566, 16.054
-181.371, 44.764, 4.580, 16.087
-181.372, 44.611, 4.594, 16.120
-181.373, 44.458, 4.608, 16.153
-181.374, 44.304, 4.623, 16.186
-181.375, 44.150, 4.637, 16.219
-181.376, 43.995, 4.651, 16.252
-181.377, 43.839, 4.666, 16.285
-181.378, 43.683, 4.680, 16.318
-181.379, 43.527, 4.695, 16.351
-181.379, 43.370, 4.709, 16.384
-181.380, 43.213, 4.724, 16.417
-181.381, 43.055, 4.739, 16.450
-181.382, 42.897, 4.753, 16.483
-181.383, 42.738, 4.768, 16.516
-181.384, 42.578, 4.783, 16.549
-181.384, 42.419, 4.798, 16.582
-181.385, 42.258, 4.813, 16.615
-181.386, 42.098, 4.828, 16.648
-181.387, 41.936, 4.843, 16.681
-181.387, 41.774, 4.858, 16.714
-181.388, 41.612, 4.873, 16.747
-181.389, 41.449, 4.888, 16.780
-181.389, 41.286, 4.904, 16.813
-181.390, 41.122, 4.919, 16.846
-181.391, 40.958, 4.934, 16.879
-181.391, 40.793, 4.950, 16.912
-181.392, 40.628, 4.965, 16.945
-181.392, 40.462, 4.981, 16.978
-181.393, 40.295, 4.996, 17.011
-181.393, 40.128, 5.012, 17.044
-181.394, 39.961, 5.028, 17.077
-181.394, 39.793, 5.044, 17.110
-181.394, 39.624, 5.059, 17.143
-181.395, 39.455, 5.075, 17.176
-181.395, 39.286, 5.091, 17.209
-181.396, 39.116, 5.106, 17.242
-181.396, 38.945, 5.112, 17.275
-181.396, 38.776, 5.097, 17.308
-181.396, 38.606, 5.079, 17.341
-181.397, 38.438, 5.065, 17.374
-181.397, 38.269, 5.055, 17.407
-181.397, 38.101, 5.048, 17.440
-181.397, 37.933, 5.044, 17.473
-181.398, 37.765, 5.044, 17.506
-181.398, 37.597, 5.047, 17.539
-181.398, 37.428, 5.053, 17.572
-181.398, 37.260, 5.061, 17.605
-181.398, 37.091, 5.072, 17.638
-181.398, 36.921, 5.086, 17.671
-181.398, 36.751, 5.102, 17.704
-181.399, 36.580, 5.120, 17.737
-181.399, 36.409, 5.140, 17.770
-181.399, 36.237, 5.161, 17.803
-181.399, 36.064, 5.184, 17.836
-181.399, 35.891, 5.208, 17.869
-181.399, 35.717, 5.233, 17.902
-181.399, 35.541, 5.259, 17.935
-181.399, 35.365, 5.286, 17.968
-181.399, 35.188, 5.313, 18.001
-181.399, 35.010, 5.341, 18.034
-181.398, 34.832, 5.369, 18.067
-181.398, 34.652, 5.397, 18.100
-181.398, 34.471, 5.425, 18.133
-181.398, 34.290, 5.452, 18.166
-181.398, 34.107, 5.480, 18.199
-181.398, 33.924, 5.508, 18.232
-181.398, 33.739, 5.535, 18.265
-181.398, 33.554, 5.562, 18.298
-181.397, 33.368, 5.588, 18.331
-181.397, 33.181, 5.614, 18.364
-181.397, 32.994, 5.639, 18.397
-181.397, 32.805, 5.665, 18.430
-181.397, 32.616, 5.689, 18.463
-181.396, 32.425, 5.713, 18.496
-181.396, 32.234, 5.737, 18.529
-181.396, 32.043, 5.761, 18.562
-181.396, 31.850, 5.784, 18.595
-181.395, 31.657, 5.806, 18.628
-181.395, 31.463, 5.828, 18.661
-181.395, 31.268, 5.850, 18.694
-181.395, 31.073, 5.872, 18.727
-181.394, 30.876, 5.893, 18.760
-181.394, 30.679, 5.914, 18.793
-181.394, 30.482, 5.935, 18.826
-181.393, 30.284, 5.956, 18.859
-181.393, 30.085, 5.976, 18.892
-181.393, 29.885, 5.997, 18.925
-181.392, 29.685, 6.017, 18.958
-181.392, 29.484, 6.037, 18.991
-181.392, 29.282, 6.057, 19.024
-181.391, 29.080, 6.077, 19.057
-181.391, 28.877, 6.097, 19.090
-181.390, 28.673, 6.118, 19.123
-181.390, 28.469, 6.138, 19.156
-181.390, 28.264, 6.158, 19.189
-181.389, 28.058, 6.178, 19.222
-181.389, 27.852, 6.198, 19.255
-181.388, 27.644, 6.218, 19.288
-181.388, 27.437, 6.239, 19.321
-181.388, 27.228, 6.259, 19.354
-181.387, 27.019, 6.280, 19.387
-181.387, 26.809, 6.300, 19.420
-181.386, 26.599, 6.321, 19.453
-181.386, 26.388, 6.342, 19.486
-181.385, 26.176, 6.363, 19.519
-181.385, 25.963, 6.384, 19.552
-181.385, 25.750, 6.405, 19.585
-181.384, 25.536, 6.426, 19.618
-181.384, 25.322, 6.448, 19.651
-181.383, 25.106, 6.469, 19.684
-181.383, 24.890, 6.491, 19.717
-181.382, 24.673, 6.512, 19.750
-181.382, 24.456, 6.534, 19.783
-181.381, 24.237, 6.556, 19.816
-181.381, 24.018, 6.578, 19.849
-181.380, 23.799, 6.600, 19.882
-181.380, 23.578, 6.623, 19.915
-181.379, 23.357, 6.645, 19.948
-181.379, 23.135, 6.667, 19.981
-181.378, 22.912, 6.690, 20.014
-181.378, 22.688, 6.713, 20.047
-181.377, 22.464, 6.735, 20.080
-181.377, 22.239, 6.758, 20.113
-181.376, 22.013, 6.781, 20.146
-181.376, 21.787, 6.804, 20.179
-181.375, 21.560, 6.826, 20.212
-181.375, 21.331, 6.849, 20.245
-181.374, 21.103, 6.871, 20.278
-181.374, 20.873, 6.893, 20.311
-181.373, 20.643, 6.916, 20.344
-181.373, 20.412, 6.938, 20.377
-181.372, 20.180, 6.960, 20.410
-181.372, 19.948, 6.983, 20.443
-181.371, 19.714, 7.005, 20.476
-181.371, 19.480, 7.027, 20.509
-181.370, 19.245, 7.050, 20.542
-181.370, 19.010, 7.072, 20.575
-181.369, 18.774, 7.095, 20.608
-181.369, 18.537, 7.118, 20.641
-181.368, 18.299, 7.141, 20.674
-181.368, 18.060, 7.164, 20.707
-181.367, 17.821, 7.187, 20.740
-181.367, 17.581, 7.210, 20.773
-181.366, 17.340, 7.233, 20.806
-181.366, 17.098, 7.256, 20.839
-181.365, 16.856, 7.280, 20.872
-181.365, 16.613, 7.303, 20.905
-181.364, 16.369, 7.327, 20.938
-181.363, 16.124, 7.351, 20.971
-181.363, 15.878, 7.374, 21.004
-181.362, 15.632, 7.398, 21.037
-181.362, 15.385, 7.422, 21.070
-181.361, 15.137, 7.446, 21.103
-181.361, 14.888, 7.471, 21.136
-181.360, 14.638, 7.495, 21.169
-181.360, 14.388, 7.519, 21.202
-181.359, 14.137, 7.543, 21.235
-181.359, 13.885, 7.568, 21.268
-181.358, 13.632, 7.592, 21.301
-181.357, 13.378, 7.617, 21.334
-181.357, 13.124, 7.641, 21.367
-181.356, 12.868, 7.666, 21.400
-181.356, 12.612, 7.690, 21.433
-181.355, 12.355, 7.715, 21.466
-181.354, 12.097, 7.739, 21.499
-181.354, 11.839, 7.764, 21.532
-181.353, 11.579, 7.788, 21.565
-181.353, 11.319, 7.813, 21.598
-181.352, 11.058, 7.838, 21.631
-181.351, 10.796, 7.863, 21.664
-181.351, 10.533, 7.888, 21.697
-181.350, 10.270, 7.913, 21.730
-181.350, 10.005, 7.938, 21.763
-181.349, 9.740, 7.964, 21.796
-181.348, 9.474, 7.989, 21.829
-181.348, 9.207, 8.015, 21.862
-181.347, 8.939, 8.041, 21.895
-181.346, 8.671, 8.067, 21.928
-181.346, 8.401, 8.093, 21.961
-181.345, 8.131, 8.119, 21.994
-181.344, 7.859, 8.145, 22.027
-181.344, 7.587, 8.171, 22.060
-181.343, 7.314, 8.198, 22.093
-181.342, 7.040, 8.224, 22.126
-181.342, 6.765, 8.251, 22.159
-181.341, 6.490, 8.278, 22.192
-181.340, 6.213, 8.305, 22.225
-181.340, 5.936, 8.332, 22.258
-181.339, 5.657, 8.359, 22.291
-181.338, 5.378, 8.386, 22.324
-181.338, 5.098, 8.414, 22.357
-181.337, 4.816, 8.441, 22.390
-181.336, 4.534, 8.469, 22.423
-181.335, 4.251, 8.496, 22.456
-181.335, 3.967, 8.524, 22.489
-181.334, 3.683, 8.552, 22.522
-181.333, 3.397, 8.580, 22.555
-181.332, 3.110, 8.608, 22.588
-181.332, 2.822, 8.637, 22.621
-181.331, 2.534, 8.665, 22.654
-181.330, 2.244, 8.693, 22.687
-181.329, 1.954, 8.722, 22.720
-181.328, 1.662, 8.751, 22.753
-181.328, 1.370, 8.779, 22.786
-181.327, 1.077, 8.808, 22.819
-181.326, 0.782, 8.837, 22.852
-181.325, 0.487, 8.866, 22.885
-181.324, 0.191, 8.895, 22.918
-181.323, -0.107, 8.925, 22.951
-181.323, -0.405, 8.954, 22.984
-181.322, -0.704, 8.983, 23.017
-181.321, -1.004, 9.013, 23.050
